Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
71033956,"Jul 30, 2013, 11:41:26 PM",Brick-run-2,Run,,634,3.01,,,,,,activities/71033956.gpx,61.23500061035156,,634.0,623.0,3010.10009765625,7.5,,0.0,,17.100000381469727,18.700000762939453,2.799999952316284,0.009966449812054634,,,,,,,,,226.7228546142578,,,,,,,,,,,,,,,,0.0,,,3013.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
71275199,"Jul 31, 2013, 10:16:00 PM",Evening Ride,Ride,,6098,49.99,,,false,,Specialized Tarmac SL2,activities/71275199.gpx,61.23500061035156,5.44310998916626,6098.0,5702.0,49997.80078125,17.200000762939453,,202.5050048828125,,2.700000047683716,45.29999923706055,39.70000076293945,0.0004000180051662028,,,,,,,,190.41099548339844,1210.581787109375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
71706570,"Mar 30, 2013, 2:31:30 PM",Bunny Hop 5k,Run,Fun race!,1345,4.91,,,false,,Brooks Pure Cadence,activities/78360002.tcx.gz,61.23500061035156,,1345.0,1029.0,4911.2998046875,6.599999904632568,,36.779998779296875,,268.1000061035156,305.70001220703125,38.900001525878906,0.006108359899371862,,,,,,,,,373.62548828125,,,,,,,,,,,,,,,,0.0,,,4965.89990234375,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
71708415,"Aug 2, 2013, 4:00:00 AM",Shamrock 8k Run,Run,"Couldn't download the data for this one, so I had to upload it manually.",1686,8.06,,,false,,Zoot,,61.23500061035156,,1686.0,1686.0,8062.81005859375,,,,,,,0.0,0.0,,,,,,,,,606.6314697265625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,183817.0,,,,,,,,,,,,,,,,,,,,,,,,""
71713996,"Jun 15, 2013, 2:06:11 PM",Trooper Brinkerhoff 5k,Run,"Fun Race, I won overall :D
Forgot to stop the watch at the finish line, so time is about 20 seconds off. Plus I went the wrong way near the beginning, so i added a 10th of a mile to it :P",1095,5.13,,,false,,Brooks Pure Cadence,activities/78367958.tcx.gz,61.23500061035156,,1095.0,1072.0,5135.2001953125,7.300000190734863,,28.280000686645508,,261.3999938964844,279.79998779296875,8.800000190734863,0.007789379917085171,,,,,,,,,389.8092041015625,,,,,,,,,,,,,,,,0.0,,,5181.0,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
71714445,"Apr 12, 2013, 8:04:54 PM",800m Time Trial,Run,"Just a time trial at the beginning of Track Season, not too fast, but I wasn't in the best shape :P",132,0.79,,,false,,Brooks Pure Cadence,activities/78368423.tcx.gz,61.23500061035156,,132.0,129.0,791.5,7.300000190734863,,0.0,,193.8000030517578,194.3000030517578,7.800000190734863,0.0,,,,,,,,,59.55857467651367,,,,,,,,,,,,,,,,0.0,,,791.5999755859375,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
71714618,"Apr 13, 2013, 2:41:42 PM",1600m TT,Run,"After the 800, I did a fast 1600, hard effort. Time wasn't too bad considering it was only time trials.",4920,1.57,,,false,,Brooks Pure Cadence,activities/78368606.tcx.gz,61.23500061035156,,4920.0,293.0,1574.800048828125,7.900000095367432,,0.0,,193.89999389648438,194.3000030517578,8.600000381469727,0.0,,,,,,,,,118.49267578125,,,,,,,,,,,,,,,,0.0,,,1574.9000244140625,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
71725300,"Aug 2, 2013, 10:55:34 PM",Brick-bike,Ride,,1490,12.64,,,false,,Specialized Tarmac SL2,activities/71725300.gpx,61.23500061035156,5.44310998916626,1490.0,1490.0,12646.5,15.399999618530273,,0.0,,11.0,18.899999618530273,18.200000762939453,0.0023721999023109674,,,,,,,,174.06100463867188,289.1762390136719,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
71905017,"Aug 3, 2013, 5:18:00 PM",First tackle of bear mountain,Ride,,2425,15.11,,,false,,Specialized Tarmac SL2,activities/71905017.gpx,61.23500061035156,5.44310998916626,2425.0,2248.0,15110.7001953125,16.5,,362.010009765625,,36.0,392.70001220703125,49.599998474121094,-0.1131649985909462,,,,,,,,176.42599487304688,442.2153015136719,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
72135321,"Aug 4, 2013, 12:30:19 PM",Sunday long ride,Ride,,9890,72.14,,,false,,Specialized Tarmac SL2,activities/72135321.gpx,61.23500061035156,5.44310998916626,9890.0,8961.0,72145.703125,18.0,,534.427001953125,,16.0,190.39999389648438,43.29999923706055,0.00027721701189875603,,,,,,,,159.64500427246094,1595.095458984375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
72243548,"Aug 4, 2013, 9:07:45 PM",Easy run up some hills,Run,,1282,4.61,,,false,,Brooks Pure Cadence,activities/72243548.gpx,61.23500061035156,,1282.0,1254.0,4618.2998046875,7.300000190734863,,146.26499938964844,,293.29998779296875,401.70001220703125,35.400001525878906,0.03031419962644577,,,,,,,,,374.6712951660156,,,,,,,,,,,,,,,,0.0,,,4979.7998046875,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
73005697,"Aug 7, 2013, 10:10:22 PM",Spark hill express,Ride,,6393,50.45,,,false,,Specialized Tarmac SL2,activities/73005697.gpx,61.23500061035156,5.44310998916626,6393.0,6072.0,50457.3984375,15.899999618530273,,203.6540069580078,,2.5999999046325684,45.20000076293945,31.299999237060547,-0.00019818700093310326,,,,,,,,160.7570037841797,1088.369873046875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
73007769,"Aug 8, 2013, 12:07:56 AM","Evening Run-brick-had to cut it short, was getting dark",Run,,644,2.78,,,false,,Brooks Pure Cadence,activities/73007769.gpx,61.23500061035156,,644.0,639.0,2785.199951171875,7.099999904632568,,0.0,,13.100000381469727,18.0,20.299999237060547,-0.0035904101096093655,,,,,,,,,210.60682678222656,,,,,,,,,,,,,,,,0.0,,,2799.199951171875,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
73415422,"Aug 9, 2013, 6:54:05 PM","Bear mtn fail, the top half was closed!",Ride,,1430,10.43,,,false,,Specialized Tarmac SL2,activities/73415422.gpx,61.23500061035156,5.44310998916626,1430.0,1430.0,10431.7001953125,18.200000762939453,,198.93800354003906,,37.5,192.8000030517578,50.0,-0.00862754974514246,,,,,,,,197.91000366210938,315.5575866699219,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
73425061,"Aug 9, 2013, 7:45:01 PM",Easy run up some hills at bear mtn. -brick,Run,,1746,6.73,,,false,,Brooks Pure Cadence,activities/73425061.gpx,61.23500061035156,,1746.0,1729.0,6732.39990234375,6.400000095367432,,110.25900268554688,,5.199999809265137,67.0999984741211,47.29999923706055,0.023765699937939644,,,,,,,,,538.02099609375,,,,,,,,,,,,,,,,0.0,,,7150.89990234375,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
73863645,"Aug 11, 2013, 12:01:31 PM",Nyack Express for a smoothie,Ride,"",8570,66.42,,,false,,Specialized Tarmac SL2,activities/73863645.gpx,65.7708969116211,5.44310998916626,8570.0,7587.0,66428.6015625,15.300000190734863,,245.5330047607422,,-0.10000000149011612,38.900001525878906,40.099998474121094,0.0009032249799929559,,,,,,,,184.2779998779297,1558.900634765625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
73879699,"Aug 11, 2013, 2:54:55 PM",Cool down from Nyack express,Ride,,2742,18.97,,,false,,Specialized Tarmac SL2,activities/73879699.gpx,61.23500061035156,5.44310998916626,2742.0,2490.0,18971.0,15.399999618530273,,125.93900299072266,,17.700000762939453,91.69999694824219,21.299999237060547,0.3837440013885498,,,,,,,,153.67100524902344,426.64447021484375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
74761573,"Aug 14, 2013, 10:15:44 PM",Choo choo ride to sparkhill,Ride,,6136,50.43,,,false,,Specialized Tarmac SL2,activities/74761573.gpx,61.23500061035156,5.44310998916626,6136.0,5694.0,50433.5,15.899999618530273,,202.56500244140625,,2.700000047683716,45.099998474121094,23.899999618530273,0.000793124025221914,,,,,,,,188.4290008544922,1196.2999267578125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
75443885,"Aug 17, 2013, 7:24:04 PM",Triathlon bike course practice ride,Ride,,3078,22.54,,,false,,Specialized Tarmac SL2,activities/75443885.gpx,61.23500061035156,5.44310998916626,3078.0,2975.0,22539.900390625,17.5,,339.33599853515625,,188.8000030517578,289.6000061035156,49.400001525878906,0.014197000302374363,,,,,,,,200.9080047607422,666.4369506835938,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
76539614,"Aug 21, 2013, 10:32:38 PM","Spark hill cutoff- cut short due to sunlight- forgot to start strava at beginning, whoops :P",Ride,,3486,30.11,,,false,,Specialized Tarmac SL2,activities/76539614.gpx,61.23500061035156,5.44310998916626,3486.0,3376.0,30113.400390625,14.600000381469727,,113.69599914550781,,2.700000047683716,32.29999923706055,29.299999237060547,-0.011622699908912182,,,,,,,,187.11599731445312,704.3495483398438,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
78967042,"Aug 31, 2013, 4:03:11 PM",Ride with friends,Ride,,4428,31.67,,,false,,Specialized Tarmac SL2,activities/78967042.gpx,61.23500061035156,5.44310998916626,4428.0,4071.0,31677.900390625,13.300000190734863,,61.461299896240234,,163.1999969482422,198.39999389648438,31.5,0.03472450003027916,,,,,,,,136.83200073242188,621.10302734375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
79220460,"Sep 1, 2013, 2:00:20 PM",Ride to McDonalds,Ride,,6536,45.11,,,false,,Specialized Tarmac SL2,activities/79220460.gpx,61.23500061035156,5.44310998916626,6536.0,5724.0,45116.80078125,11.5,,0.0,,171.39999389648438,178.8000030517578,43.70000076293945,0.0015515299746766686,,,,,,,,131.843994140625,841.4627075195312,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
81008175,"Sep 8, 2013, 12:47:53 PM",Pamona Express,Ride,,9413,68.40,,,false,,Specialized Tarmac SL2,activities/81008175.gpx,61.23500061035156,5.44310998916626,9413.0,8269.0,68408.0,15.899999618530273,,519.1489868164062,,16.0,190.39999389648438,46.20000076293945,0.0,,,,,,,,174.77499389648438,1611.4141845703125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,874752.0,,,,,,,,,,,,,,,,,,,,,,,,,""
81609833,"Aug 25, 2013, 1:05:55 PM",5k Tempo,Run,Tempo Pace 5k,1116,5.03,,,false,,Brooks Pure Cadence,activities/88840750.tcx.gz,61.23500061035156,,1116.0,1093.0,5032.2001953125,7.5,,50.24330139160156,,164.3000030517578,202.0,19.5,-0.30801600217819214,,,,,,,,,383.2183532714844,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610175,"Aug 27, 2013, 1:42:54 PM",Lake Welch Long Run,Run,12 mile run to lake welch,5150,19.40,,,false,,Brooks Pure Cadence,activities/88841092.tcx.gz,61.23500061035156,,5150.0,5099.0,19406.599609375,6.900000095367432,,345.5400085449219,,155.0,353.1000061035156,44.70000076293945,0.8157020211219788,,,,,,,,,1538.21533203125,,,,,,,,,,,,,,,,0.0,,,20444.599609375,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610465,"Sep 9, 2013, 7:29:33 PM",Cooldown Run,Run,"",1447,4.63,,,false,,Brooks Pure Cadence,activities/88841388.tcx.gz,61.23500061035156,,1447.0,1447.0,4631.5,4.900000095367432,,66.4656982421875,,170.10000610351562,197.1999969482422,24.5,0.10579700022935867,,,,,,,,,361.83563232421875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610477,"Sep 8, 2013, 7:01:10 PM",Tempo Run 5k Course,Run,"",1080,4.40,,,false,,Brooks Pure Cadence,activities/88841402.tcx.gz,61.23500061035156,,1080.0,1077.0,4408.60009765625,6.599999904632568,,64.66000366210938,,170.1999969482422,197.1999969482422,25.0,0.10434199869632721,,,,,,,,,344.0041809082031,,,,,,,,,,,,,,,,0.0,,,4572.2001953125,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610530,"Sep 4, 2013, 6:51:33 PM","09/04/2013 Woodbury, NY",Run,"",1184,4.50,,,false,,Brooks Pure Cadence,activities/88841458.tcx.gz,61.23500061035156,,1184.0,1016.0,4504.2998046875,6.900000095367432,,0.0,,170.10000610351562,176.0,19.0,-0.006660299841314554,,,,,,,,,339.67047119140625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610544,"Sep 2, 2013, 2:05:03 PM",Fun Fartleks,Run,"",2054,8.02,,,false,,Brooks Pure Cadence,activities/88841469.tcx.gz,61.23500061035156,,2054.0,2050.0,8024.7998046875,5.400000095367432,,0.0,,176.3000030517578,178.5,47.5,0.001246139989234507,,,,,,,,,603.9747924804688,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610554,"Aug 29, 2013, 1:38:49 PM",Interval Run,Run,"",2398,9.90,,,false,,Brooks Pure Cadence,activities/88841481.tcx.gz,61.23500061035156,,2398.0,2395.0,9904.2001953125,5.699999809265137,,180.0970001220703,,181.1999969482422,196.8000030517578,12.899999618530273,0.09995760023593903,,,,,,,,,783.132080078125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610556,"Aug 30, 2013, 1:31:04 PM","08/30/2013 Monroe, NY",Run,"",3691,14.50,,,false,,Brooks Pure Cadence,activities/88841478.tcx.gz,61.23500061035156,,3691.0,3562.0,14500.900390625,5.699999809265137,,64.27999877929688,,130.6999969482422,188.60000610351562,27.299999237060547,-0.000689612003043294,,,,,,,,,1098.635986328125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610570,"Aug 26, 2013, 1:41:28 PM",Easy Free Run,Run,"",2815,7.47,,,false,,Brooks Pure Cadence,activities/88841494.tcx.gz,61.23500061035156,,2815.0,2665.0,7472.0,6.699999809265137,,93.39250183105469,,170.10000610351562,197.0,41.400001525878906,0.008029979653656483,,,,,,,,,577.3781127929688,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610580,"Aug 23, 2013, 1:32:09 PM",Heritage Trail Long Run,Run,"",3673,14.63,,,false,,Brooks Pure Cadence,activities/88841498.tcx.gz,61.23500061035156,,3673.0,3596.0,14631.2001953125,6.400000095367432,,70.45999908447266,,130.6999969482422,188.6999969482422,24.100000381469727,0.0013669399777427316,,,,,,,,,1109.2822265625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610582,"Aug 22, 2013, 1:45:04 PM",Free Run CC,Run,"",3808,9.90,,,false,,Brooks Pure Cadence,activities/88841505.tcx.gz,61.23500061035156,,3808.0,3468.0,9902.2998046875,5.599999904632568,,87.54329681396484,,169.89999389648438,197.10000610351562,48.20000076293945,0.0040394701063632965,,,,,,,,,758.5592651367188,,,,,,,,,,,,,,,,0.0,,,10082.099609375,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
81610584,"Aug 21, 2013, 2:08:46 PM","08/21/2013 Woodbury, NY",Run,"",836,3.08,,,false,,Brooks Pure Cadence,activities/88841515.tcx.gz,61.23500061035156,,836.0,836.0,3087.699951171875,7.0,,55.2599983215332,,172.5,202.5,28.100000381469727,0.0,,,,,,,,,243.6589813232422,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,184331.0,,,,,,,,,,,,,,,,,,,,,,,,""
