Promotion Seen,Timestamp
FollowingFeedDoradoCooldownTwenty,1680539940
FollowingFeedDoradoCooldownTwenty,1680342320
FollowingFeedDoradoCooldownSix,1743788793
FollowingFeedDoradoCooldownSix,1730231197
FollowingFeedDoradoCooldownSix,1730229411
FollowingFeedDoradoCooldownSix,1730218417
FollowingFeedDoradoCooldownSix,1730212644
FollowingFeedDoradoCooldownSix,1709571213
FollowingFeedDoradoCooldownSix,1709571122
FollowingFeedDoradoCooldownSix,1707954852
FollowingFeedDoradoCooldownSix,1707602967
FollowingFeedDoradoCooldownSix,1707602957
FollowingFeedDoradoCooldownSix,1707512797
FollowingFeedDoradoCooldownSix,1707512746
FollowingFeedDoradoCooldownSix,1707437224
FollowingFeedDoradoCooldownSix,1707280446
FollowingFeedDoradoCooldownSix,1707280427
FollowingFeedDoradoCooldownSix,1707280425
FollowingFeedDoradoCooldownSix,1707196242
FollowingFeedDoradoCooldownSix,1707182802
FollowingFeedDoradoCooldownSix,1707182764
FollowingFeedDoradoCooldownSix,1707182761
FollowingFeedDoradoCooldownSix,1707182755
FollowingFeedDoradoCooldownSix,1707011094
FollowingFeedDoradoCooldownSix,1707011016
FollowingFeedDoradoCooldownSix,1706243519
FollowingFeedDoradoCooldownSix,1706243518
FollowingFeedDoradoCooldownSix,1705545787
FollowingFeedDoradoCooldownSix,1705545786
FollowingFeedDoradoCooldownSix,1705153085
FollowingFeedDoradoCooldownSix,1698670849
FollowingFeedDoradoCooldownSix,1697673617
FollowingFeedDoradoCooldownSix,1696591515
FollowingFeedDoradoCooldownSix,1695174898
FollowingFeedDoradoCooldownSix,1695174897
FollowingFeedDoradoCooldownSix,1694399093
FollowingFeedDoradoCooldownSix,1694399092
FollowingFeedDoradoCooldownSix,1694362101
FollowingFeedDoradoCooldownSix,1694362100
FollowingFeedDoradoCooldownSix,1694178779
FollowingFeedDoradoCooldownSix,1694178778
FollowingFeedDoradoCooldownSix,1694085680
FollowingFeedDoradoCooldownSix,1694085679
FollowingFeedDoradoCooldownSix,1693187686
FollowingFeedDoradoCooldownSix,1693187685
FollowingFeedDoradoCooldownSix,1693159377
FollowingFeedDoradoCooldownSix,1693159376
FollowingFeedDoradoCooldownSix,1692136389
FollowingFeedDoradoCooldownSix,1692136388
FollowingFeedDoradoCooldownSix,1692136181
FollowingFeedDoradoCooldownSix,1692032817
FollowingFeedDoradoCooldownSix,1692032816
FollowingFeedDoradoCooldownSix,1691960468
FollowingFeedDoradoCooldownSix,1691960467
FollowingFeedDoradoCooldownSix,1689651659
FollowingFeedDoradoCooldownSix,1689651658
FollowingFeedDoradoCooldownSix,1689251399
FollowingFeedDoradoCooldownSix,1689251398
FollowingFeedDoradoCooldownSix,1688992295
FollowingFeedDoradoCooldownSix,1688992294
FollowingFeedDoradoCooldownSix,1688952807
FollowingFeedDoradoCooldownSix,1688951375
FollowingFeedDoradoCooldownSix,1688951374
FollowingFeedDoradoCooldownSix,1688830742
FollowingFeedDoradoCooldownSix,1688830476
FollowingFeedDoradoCooldownSix,1688825750
FollowingFeedDoradoCooldownSix,1688825749
FollowingFeedDoradoCooldownSix,1688692679
FollowingFeedDoradoCooldownSix,1688692678
FollowingFeedDoradoCooldownSix,1688690740
FollowingFeedDoradoCooldownSix,1688690739
FollowingFeedDoradoCooldownSix,1688687735
FollowingFeedDoradoCooldownSix,1688687734
FollowingFeedDoradoCooldownSix,1688440003
FollowingFeedDoradoCooldownSix,1688389727
FollowingFeedDoradoCooldownSix,1688389726
FollowingFeedDoradoCooldownSix,1688299728
FollowingFeedDoradoCooldownSix,1688299727
FollowingFeedDoradoCooldownSix,1688267956
FollowingFeedDoradoCooldownSix,1688267955
FollowingFeedDoradoCooldownSix,1688245286
FollowingFeedDoradoCooldownSix,1688245285
FollowingFeedDoradoCooldownSix,1688147585
FollowingFeedDoradoCooldownSix,1688135573
FollowingFeedDoradoCooldownSix,1688135572
FollowingFeedDoradoCooldownSix,1687473689
FollowingFeedDoradoCooldownSix,1687473688
FollowingFeedDoradoCooldownSix,1687439177
FollowingFeedDoradoCooldownSix,1687413988
FollowingFeedDoradoCooldownSix,1687413987
FollowingFeedDoradoCooldownSix,1687391636
FollowingFeedDoradoCooldownSix,1687358127
FollowingFeedDoradoCooldownSix,1687358116
FollowingFeedDoradoCooldownSix,1687303713
FollowingFeedDoradoCooldownSix,1687303712
FollowingFeedDoradoCooldownSix,1687291763
FollowingFeedDoradoCooldownSix,1687291762
FollowingFeedDoradoCooldownSix,1687103374
FollowingFeedDoradoCooldownSix,1687103373
FollowingFeedDoradoCooldownSix,1687103256
FollowingFeedDoradoCooldownSix,1687103255
FollowingFeedDoradoCooldownSix,1687011431
FollowingFeedDoradoCooldownSix,1687011430
FollowingFeedDoradoCooldownSix,1686964307
FollowingFeedDoradoCooldownSix,1686964305
FollowingFeedDoradoCooldownSix,1686960497
FollowingFeedDoradoCooldownSix,1686960496
FollowingFeedDoradoCooldownSix,1686711652
FollowingFeedDoradoCooldownSix,1686711651
FollowingFeedDoradoCooldownSix,1686701050
FollowingFeedDoradoCooldownSix,1686701049
FollowingFeedDoradoCooldownSix,1686701043
FollowingFeedDoradoCooldownSix,1686701042
FollowingFeedDoradoCooldownSix,1686611287
FollowingFeedDoradoCooldownSix,1686611286
FollowingFeedDoradoCooldownSix,1686611283
FollowingFeedDoradoCooldownSix,1686611282
FollowingFeedDoradoCooldownSix,1686611117
FollowingFeedDoradoCooldownSix,1686611115
FollowingFeedDoradoCooldownSix,1686456840
FollowingFeedDoradoCooldownSix,1686456839
FollowingFeedDoradoCooldownSix,1686442985
FollowingFeedDoradoCooldownSix,1686442984
FollowingFeedDoradoCooldownSix,1686441882
FollowingFeedDoradoCooldownSix,1686441690
FollowingFeedDoradoCooldownSix,1685855837
FollowingFeedDoradoCooldownSix,1685855719
FollowingFeedDoradoCooldownSix,1685855718
FollowingFeedDoradoCooldownSix,1685855689
FollowingFeedDoradoCooldownSix,1685132886
FollowingFeedDoradoCooldownSix,1685132885
FollowingFeedDoradoCooldownSix,1685052371
FollowingFeedDoradoCooldownSix,1685052370
FollowingFeedDoradoCooldownSix,1684979189
FollowingFeedDoradoCooldownSix,1683770738
FollowingFeedDoradoCooldownSix,1683770737
FollowingFeedDoradoCooldownSix,1682870351
FollowingFeedDoradoCooldownSix,1682870350
FollowingFeedDoradoCooldownSix,1682789127
FollowingFeedDoradoCooldownSix,1682789126
FollowingFeedDoradoCooldownSix,1682235303
FollowingFeedDoradoCooldownSix,1682235302
GoalSetterProgressNotificationReceivedWeekly,1675420178
GoalSetterProgressNotificationReceivedWeekly,1674859729
GoalSetterProgressNotificationReceivedWeekly,1673575591
GoalSetterProgressNotificationReceivedWeekly,1672441823
GoalSetterProgressNotificationReceivedWeekly,1671153453
GoalSetterProgressNotificationReceivedWeekly,1670623313
RouteRecommendationNotifications,1686022317
WebMediaUploaderFeatureEd2,1717377964
WebMediaUploaderFeatureEd2,1685148055
WebMediaUploaderFeatureEd2,1685148036
WebMediaUploaderFeatureEd2,1685123630
Yis2022Experience,1734442686
WebMediaUploaderFeatureEd,1723745599
FollowModeCoachmark,1674734817
NavigationTabMapsEdu,1680888304
NavigationTabYouEdu,1680550218
FollowingFeedDoradoCooldown,1664730867
FollowingFeedDoradoCooldown,1664592071
FollowingFeedDoradoCooldown,1663947678
FollowingFeedDoradoCooldown,1663786038
FollowingFeedDoradoCooldown,1663765061
FollowingFeedDoradoCooldown,1663396585
FollowingFeedDoradoCooldown,1663075982
FollowingFeedDoradoCooldown,1662943212
FollowingFeedDoradoCooldown,1662930557
FollowingFeedDoradoCooldown,1662916920
FollowingFeedDoradoCooldown,1662840311
FollowingFeedDoradoCooldown,1662038113
FollowingFeedDoradoCooldown,1661705685
FollowingFeedDoradoCooldown,1661690444
FollowingFeedDoradoCooldown,1661236013
FollowingFeedDoradoCooldown,1661201210
FollowingFeedDoradoCooldown,1661181581
FollowingFeedDoradoCooldown,1661155439
FollowingFeedDoradoCooldown,1661111179
FollowingFeedDoradoCooldown,1661073001
FollowingFeedDoradoCooldown,1660973324
FollowingFeedDoradoCooldown,1660695637
FollowingFeedDoradoCooldown,1660524331
FollowingFeedDoradoCooldown,1660505342
FollowingFeedDoradoCooldown,1660494174
FollowingFeedDoradoCooldown,1660167477
FollowingFeedDoradoCooldown,1660094885
FollowingFeedDoradoCooldown,1660074622
FollowingFeedDoradoCooldown,1660052447
FollowingFeedDoradoCooldown,1660004203
FollowingFeedDoradoCooldown,1659719958
FollowingFeedDoradoCooldown,1659661029
FollowingFeedDoradoCooldown,1659647976
FollowingFeedDoradoCooldown,1659634867
FollowingFeedDoradoCooldown,1659600232
FollowingFeedDoradoCooldown,1659550267
FollowingFeedDoradoCooldown,1659536135
FollowingFeedDoradoCooldown,1659480216
FollowingFeedDoradoCooldown,1659461162
FollowingFeedDoradoCooldown,1659444808
FollowingFeedDoradoCooldown,1659387925
FollowingFeedDoradoCooldown,1659324168
FollowingFeedDoradoCooldown,1659306500
FollowingFeedDoradoCooldown,1659275724
FollowingFeedDoradoCooldown,1659261772
FollowingFeedDoradoCooldown,1659210802
FollowingFeedDoradoCooldown,1659153244
FollowingFeedDoradoCooldown,1659120786
FollowingFeedDoradoCooldown,1659103919
FollowingFeedDoradoCooldown,1659010820
FollowingFeedDoradoCooldown,1658965528
FollowingFeedDoradoCooldown,1658952505
FollowingFeedDoradoCooldown,1658859452
VideoNotificationHardLimit,1661694649
VideoNotificationHardLimit,1659002188
VideoNotificationMonthlySoftLimit,1661694649
VideoNotificationMonthlySoftLimit,1659002188
OfflineMapsFirstTimeExperience,1680888336
OfflineMapsFirstTimeExperience,1680888335
OfflineMapsFirstTimeExperience,1680888328
OfflineMapsFirstTimeExperience,1680888304
Tdf2022FeedFollow,1658257771
Tdf2022FeedFollow,1658141777
Tdf2022FeedFollow,1658081431
Tdf2022FeedFollow,1657914383
Tdf2022FeedFollow,1657838132
Tdf2022FeedFollow,1657728723
Tdf2022FeedFollow,1657560153
Tdf2022FeedFollow,1657548018
Tdf2022FeedFollow,1657380945
Tdf2022FeedFollow,1657325021
Tdf2022FeedFollow,1657200356
Tdf2022FeedFollow,1657148322
Tdf2022FeedFollow,1656780834
Tdf2022FeedFollow,1656780831
Tdf2022FeedFollow,1656596879
Tdf2022FeedFollow,1656584164
Tdf2022FeedFollow,1656370922
Tdf2022FeedFollow,1656367014
Tdf2022FeedFollow,1655980557
Tdf2022FeedFollow,1655979490
Tdf2022FeedFollow,1655979470
MapsTabDirtSports,1655649785
DirtSportsGoals,1717260371
DirtSportsGoals,1717260360
DirtSportsGoals,1717260351
DirtSportsSportPicker,1657914869
DirtSportsSportPicker,1655979220
DirtSportsSportPicker,1655741242
MentionsSettingRowCoachmark,1707602972
MentionsNewLabelCoachmark,1707602969
MentionsSettingCogCoachmark,1656173121
WinbackNotificationSeen,1710014753
WinbackNotificationSeen,1707953962
WinbackNotificationSeen,1706377742
WinbackNotificationSeen,1704906296
WinbackNotificationSeen,1704235715
WinbackNotificationSeen,1702667197
WinbackNotificationSeen,1697990172
WinbackNotificationSeen,1696179205
WinbackNotificationSeen,1694298448
WinbackNotificationSeen,1693520062
WinbackNotificationSeen,1691034815
WinbackNotificationSeen,1688226650
WinbackNotificationSeen,1687474874
WinbackNotificationSeen,1686695668
WinbackNotificationSeen,1685051377
WinbackNotificationSeen,1683760533
WinbackNotificationSeen,1683396989
WinbackNotificationSeen,1681508158
WinbackNotificationSeen,1680450100
WinbackNotificationSeen,1679170116
WinbackNotificationSeen,1678800359
WinbackNotificationSeen,1676156498
WinbackNotificationSeen,1673123878
WinbackNotificationSeen,1672017665
WinbackNotificationSeen,1666412833
WinbackNotificationSeen,1662409851
WinbackNotificationSeen,1661207284
WinbackNotificationSeen,1660695467
WinbackNotificationSeen,1656870244
WinbackNotificationSeen,1656258322
WinbackNotificationSeen,1654729465
WinbackNotificationSeen,1652229989
WinbackNotificationSeen,1651627939
WinbackNotificationSeen,1649806020
RouteLongPressCoachmark,1654996614
Map3dEducationVisibility,1651073822
MapVisibilitySettingRowCoachmark,1707602972
MapVisibilityNewLabelCoachmark,1707602969
MapVisibilitySettingCogCoachmark,1650482197
RouteFromActivitySaveButtonCoachmark,1651073823
RouteFromActivityMoreOptionsButtonCoachmark,1649692070
WelcomeBackKudosCoachmarkImpression,1707954853
WelcomeBackKudosCoachmarkImpression,1705153087
WelcomeBackKudosCoachmarkImpression,1702699568
WelcomeBackKudosCoachmarkImpression,1694362102
WelcomeBackKudosCoachmarkImpression,1688267956
WelcomeBackKudosCoachmarkImpression,1688245287
WelcomeBackKudosCoachmarkImpression,1687475231
WelcomeBackKudosCoachmarkImpression,1686701051
WelcomeBackKudosCoachmarkImpression,1686701044
WelcomeBackKudosCoachmarkImpression,1686695769
WelcomeBackKudosCoachmarkImpression,1685052371
WelcomeBackKudosCoachmarkImpression,1683770739
WelcomeBackKudosCoachmarkImpression,1680862706
WelcomeBackKudosCoachmarkImpression,1680861770
WelcomeBackKudosCoachmarkImpression,1680550215
WelcomeBackKudosCoachmarkImpression,1680539942
WelcomeBackKudosCoachmarkImpression,1661236013
WelcomeBackKudosCoachmarkImpression,1660695846
WelcomeBackKudosCoachmarkImpression,1660695638
WelcomeBackKudosCoachmarkImpression,1657149455
WelcomeBackKudosCoachmarkImpression,1657148322
WelcomeBackKudosCoachmarkImpression,1656979770
WelcomeBackKudosCoachmarkImpression,1656932506
WelcomeBackKudosCoachmarkImpression,1656894566
WelcomeBackKudosCoachmarkImpression,1656887776
WelcomeBackKudosCoachmarkImpression,1654996595
WelcomeBackKudosCoachmarkImpression,1651695263
WelcomeBackKudosCoachmarkImpression,1651693579
WelcomeBackKudosCoachmarkImpression,1651681772
WelcomeBackKudosCoachmarkImpression,1650021449
WelcomeBackKudosCoachmarkImpression,1649808359
WelcomeBackKudosCoachmarkImpression,1643245124
MapVisibilityActivityCoachmarkImpression,1636824467
MapVisibilityActivityCoachmarkImpression,1636824462
MapVisibilityActivityCoachmarkImpression,1636824419
MapVisibilityActivityCoachmarkImpression,1636824407
MapVisibilityActivityCoachmarkImpression,1636824395
MapVisibilityActivityCoachmarkImpression,1636042542
MapVisibilityRowReinforcementImpression,1667718508
MapVisibilityRowReinforcementImpression,1663786040
MapVisibilityRowReinforcementImpression,1663786039
MapVisibilityRowReinforcementImpression,1663765080
MapVisibilityRowReinforcementImpression,1663765061
MapVisibilityRowReinforcementImpression,1663075982
MapVisibilityFeedCoachmarkOrModalDismissed,1662901378
MapVisibilityFeedCoachmarkImpression,1662901369
MapVisibilityFeedCoachmarkImpression,1662848930
MapVisibilityFeedCoachmarkImpression,1662840311
MapSettingsButtonPersonalHeatmapFeatureEd,1654996641
MapSettingsPersonalHeatmapCoachmark,1654996613
ActivityDetailsLeaderboardQualityCoachmark,1627558366
ActivityDetailsLeaderboardQualityCoachmark,1627558342
NavigationTabEducationModalGroupsJ2,1624819540
NavigationTabEducationModalMapsJ2,1625015853
NavigationGroupsActiveEducationCoachmarkImpression,1620413351
NavigationYouActivitiesEducationCoachmarkImpression,1651073773
NavigationYouActivitiesEducationCoachmarkImpression,1650913315
NavigationYouActivitiesEducationCoachmarkImpression,1650913305
NavigationYouActivitiesEducationCoachmarkImpression,1650912908
NavigationYouActivitiesEducationCoachmarkImpression,1650912893
NavigationYouActivitiesEducationCoachmarkImpression,1650539090
NavigationYouProgressEducationCoachmarkImpression,1625800657
NavigationYouProgressEducationCoachmarkImpression,1625707910
NavigationYouProgressEducationCoachmarkImpression,1625681200
NavigationYouProgressEducationCoachmarkImpression,1625016014
NavigationYouProgressEducationCoachmarkImpression,1624763640
NavigationYouProgressEducationCoachmarkImpression,1620413353
NavigationHomeEducationCoachmarkImpression,1621195448
NavigationHomeEducationCoachmarkImpression,1620413347
NavigationHomeEducationCoachmarkImpression,1620355801
NavigationTabGroupsClubs,1625015976
NavigationTabGroupsChallenges,1625015945
NavigationTabGroupsActive,1655920429
NavigationTabMapsSaved,1628009148
NavigationTabMapsRoutes,1625015879
NavigationTabMapsSegments,1620413349
NavigationTabYouProfile,1624819545
NavigationTabYouActivities,1624763664
NavigationTabYouProgress,1620413353
NavigationTabYou,1620413353
NavigationTabGroups,1620413351
NavigationTabMaps,1620413349
NavigationTabHome,1620355801
EvergreenStatsShareFeatureEd,1630881900
EvergreenStatsFeatureEd,1619986293
EvergreenStatsFeatureEd,1619627373
EvergreenStatsFeatureEd,1619416314
GapActivityDetailFeatureEd,1592750743
GapActivityDetailFeatureEd,1592750727
GapActivityDetailFeatureEd,1592142357
GapActivityDetailUpsell,1682789135
FeedFollowOptionCoachmark,1591720141
